,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
BM_22_267,4.085669429,12.11231409,7.476057891,8.000397455,0.566124833,6.133185741,2.590855435,10.65241249,8.357276917,5.964748386,1.599275028,8.261413073,8.935536068,4.606607032,4.434872469,6.554978813,6.618135642,6.811166575,10.10247223,6.871857319,4.749044061,8.985369962,6.369371298,4.831393422,7.189898164,6.169548656,7.002001034,4.789434752,5.667621932,7.066772981,2.140385749,5.355676818,5.618316533,5.932131976,2.663695854,2.596613914,10.13026178
BM_22_123,2.928182914,12.43067028,7.473282796,7.609127018,0.199309943,6.003019183,1.53455237,10.65290904,8.493459182,5.409086219,2.223603646,7.759030216,8.841837232,4.578904607,4.02251851,6.451309935,6.46373679,6.648727616,10.07981068,6.77038904,4.099398646,8.443646158,6.589357315,4.639881061,7.530171717,5.974801651,6.281557795,4.301313866,6.002563063,6.639563885,4.584507523,5.278461364,5.692371866,5.857316076,2.331772591,2.187761887,9.034994787
BM_22_258,3.913957351,12.46137188,7.468641223,7.856024144,1.164552287,7.176630694,1.635859255,10.48566644,8.433657882,5.807626004,3.049706586,8.032648488,9.067924873,4.552299346,4.47991663,6.689276411,6.253501811,6.564238118,10.02215383,7.034993318,4.341468664,8.880020929,7.053254248,5.185847844,7.349847883,6.042735621,6.8005396,4.303319011,6.420277464,6.837837997,3.246383106,5.237527761,5.743786549,6.064219229,3.228100857,1.753567837,9.498558624
hB_RNA_9175,3.748436247,11.40583972,7.523606832,7.487744762,1.003066549,6.866850693,2.210499887,10.34234592,8.327870045,5.581501096,2.481979057,7.770262108,8.590917601,4.488735326,4.14076147,5.973246848,6.709764036,6.497950551,10.190507,6.596501047,4.575726332,8.446475665,6.894678305,4.579534994,7.299402964,5.719940745,6.294825386,4.216903097,5.971772786,6.700024047,2.351668122,5.453561122,5.286429362,5.584807681,2.186048693,2.737326173,9.117513937
hB_RNA_7905,3.88191262,13.53391552,7.44963105,8.150670164,0.839860941,6.309914158,1.941893284,10.73366405,8.360136973,5.759431916,0.938302543,8.355813831,8.863239063,4.801375808,5.192608176,7.498636951,5.609096058,6.832374415,9.846252154,6.933197904,4.141816763,8.846448389,7.078135717,5.042721702,6.875538616,6.532042678,7.066157108,4.767317882,5.329255601,6.696091916,3.914278601,5.116028888,6.069185829,5.862273628,2.146290189,2.656483561,9.823076513
hB_RNA_8295,3.479979722,12.6822473,7.561578002,7.664445412,0.260885741,5.070090943,2.767071203,10.90671126,8.522472397,5.423138406,1.837342355,7.89706463,8.793285966,5.160119117,4.922393273,6.838201028,5.962875634,6.473421264,10.0620098,6.750437198,4.508146693,8.905179601,7.030738271,4.809567149,7.280529874,5.882713596,6.817794396,4.957990644,5.922169429,6.606812551,4.524391047,5.167536517,6.366963717,5.764541295,2.063309356,2.084054799,10.04183603
hB_RNA_9176,3.267124322,11.78761485,7.387393853,7.676656401,1.717005187,8.000333275,1.967501086,10.62304578,8.359925241,5.24001486,3.243712077,7.605990324,8.682140622,4.539846232,3.416850659,6.295831631,6.608132946,7.129992804,10.08361401,6.624710178,3.914566546,8.633401208,7.357524616,4.686645248,7.342822414,5.71980295,6.415354634,3.935446617,6.114202352,6.822492278,2.90871676,5.376544755,5.148718087,5.432667596,3.432197325,3.089614129,9.573495037
hB_RNA_9177,2.148647199,11.78751413,7.197324474,7.477192371,0.083807424,5.056743594,3.918585604,10.33313888,8.289124689,5.330302624,0.757361453,7.507812523,8.278284886,4.87339068,5.024927526,6.268693784,6.050070771,5.797319899,9.911551045,6.413535567,4.270413568,7.593941549,6.611236218,5.000983311,7.18191097,5.390402781,6.351392328,4.422970645,6.097338603,6.025253852,4.32672299,4.99882709,5.525615142,5.706393471,2.295723042,2.234792656,8.934799849
BM_22_272,3.170281798,12.66749552,7.658052181,7.946209956,1.782588665,7.839470172,2.598280281,10.681316,8.647066922,5.797339489,4.101777911,7.527748989,8.992011669,4.683020672,4.994523118,6.789147089,6.259185407,7.004331593,10.09441365,6.797477483,4.505532434,8.900433968,6.56630022,5.192571649,7.527427552,5.971206983,7.224926496,3.879646653,5.562467508,6.833158462,3.879384235,5.341444743,5.066587472,6.019942256,1.852201889,2.350990559,9.273577486
hB_RNA_9178,3.367414746,12.20195036,7.266602109,7.725883516,1.545687314,7.760114524,3.265289547,10.61803789,8.330411321,5.765221172,3.520815087,7.963591308,8.65922178,5.040524547,5.449356872,7.09214576,5.826273923,6.41887266,10.05050424,6.619360158,4.794073649,8.619801715,6.688034107,4.952503261,7.177291998,5.855119135,7.109094394,4.46889043,5.779843217,6.412119136,4.81204531,5.02940989,5.553480564,5.647672118,1.191292108,1.950638486,9.820173175
BM_22_11,3.082844526,12.13992604,7.478990218,7.662450303,1.988280231,7.191268174,2.034097022,10.70053423,8.396177973,5.63459381,3.650942329,7.653077683,8.662225947,4.756041631,4.66532251,6.642590513,6.00804527,6.638013896,10.03136143,6.674780514,4.403101219,8.734249163,7.624254762,4.82590011,7.181668839,5.591372527,6.431261934,4.542692969,5.680566275,6.421615471,3.3950847,5.225868926,5.828262608,5.677516486,2.124376366,2.985259757,9.718098276
BM_22_166,4.227715193,11.7659003,7.662107483,7.939253524,1.121044738,8.637940502,1.649963566,10.75491486,8.42715097,5.77897013,3.47376844,7.969424353,9.073258252,4.523387203,4.80402976,6.731574661,6.552141646,6.912704822,10.19054818,7.056192062,4.46685768,8.932266381,6.792344642,4.947867936,7.207559043,6.017896647,6.781681988,4.854131463,6.037863569,7.019220578,3.085635783,5.428415614,5.943375294,6.081899224,3.357520555,2.603083888,9.719554292
BM_22_152,3.452230178,11.79090783,7.387206562,7.508702002,-0.140752449,5.939115048,0.611481582,10.62921777,8.245985203,5.907311055,2.753391091,8.231371247,8.14891524,4.912034003,4.222718711,6.245083915,6.492577624,6.080545417,9.808773443,6.264223345,3.896074377,7.465166538,7.168702702,4.837728515,6.882037252,5.730725885,6.457199616,5.146092491,5.754869484,5.90499313,2.638119241,5.481296909,6.283636971,5.941302446,2.421506047,2.390853765,9.486548686
BM_22_268,3.300136619,10.9667515,7.616421705,7.752563493,1.150090074,6.40284203,1.2203938,10.76334076,8.430141144,5.55764163,2.904823829,7.599836529,8.67469812,4.370716877,5.146669894,6.827205724,6.496355214,6.532103785,10.11066115,6.682376559,4.124522762,8.265777679,7.47976007,4.840755424,7.174021202,5.972581035,6.818867689,4.069315695,6.022385004,6.755195607,3.344911782,5.248159057,5.298032539,5.843797995,3.317358447,2.920929896,9.136196464
BM_22_269,3.722073145,12.11487135,7.685675252,8.015116702,0.995071731,7.04578226,1.659149117,10.76167498,8.498446273,5.505906734,2.724815692,7.873350443,8.9133813,4.30505174,4.614618443,6.473916234,6.563189243,6.638522716,10.15677364,6.591422169,4.621729159,8.687465097,6.633320446,4.614800986,7.176982632,5.855623046,6.598221402,4.897039052,5.836307136,6.907052286,3.524486117,5.271468918,6.159426263,5.707161815,2.700903476,2.489301155,10.12356946
BM_22_270,3.653171201,11.82918289,7.572625619,7.565184313,1.351224873,6.7861906,0.813648932,10.58143296,8.441323711,5.694663828,3.540058109,7.895596143,8.556044318,4.509801818,4.320878667,6.390933319,6.448483124,6.304793246,10.09873711,6.598767768,4.368791134,8.815037578,6.826044994,4.702987189,7.201793262,5.434272261,6.174400707,4.523002657,5.865994287,6.510968278,3.052529881,5.254092446,5.776187255,5.673151803,1.998712792,2.425567784,9.615599654
BM_22_178,3.312138382,11.81401066,7.645672119,7.783040643,1.09562721,6.723583835,1.519152073,10.83868684,8.42226341,5.504516674,1.76978565,7.17289028,8.804950831,4.108567051,4.453092066,6.678265607,6.962857967,6.481450972,10.24264443,6.30390133,4.28780783,7.898680477,7.701506265,4.710926932,7.233490562,5.345160398,6.302842723,3.956997511,6.572311167,6.44328294,3.125138909,5.32461979,5.055746508,5.318400486,3.121220391,2.996847767,9.207858369
hB_RNA_10262,3.533587778,12.69784849,7.47173319,7.827674042,1.451785698,6.917713048,1.632812703,10.729762,8.498429697,5.303629457,3.000169793,8.155997872,8.752892824,4.197230166,3.971666438,6.452221533,6.324735236,6.533589733,10.17515493,6.516816519,4.488859369,8.604012058,6.605675222,4.540231317,7.116009528,5.785472955,6.556252814,4.194725642,5.772351499,6.633315206,3.802456439,5.265487663,5.750481216,5.461389075,2.716347913,2.610774922,9.591075541
BM_22_61,2.986700189,11.37506237,7.474320219,7.501230629,1.41996055,7.238751447,1.591821763,10.90341821,8.444477817,5.24471742,2.748336132,7.200365232,8.667668685,4.37286414,4.624820081,6.947783607,6.846320885,6.649338815,10.33426295,6.449476939,3.767110844,8.199987678,7.686524927,4.567822343,7.2908851,5.784562479,6.596301669,4.379110376,5.901124721,6.703200272,3.564945665,5.185508283,5.262021863,5.584616449,3.141229078,3.658681747,9.060530726
hB_RNA_10272,3.524566847,12.01450826,7.448311064,7.621727991,-1.778407217,4.604550037,2.541827351,10.29731073,8.542749507,5.611570858,0.324019244,7.859961497,8.82707919,4.710703896,5.108673313,6.423616881,5.971285296,6.388691008,10.05728671,6.484820402,4.079042812,8.20115779,7.009329534,5.135988144,7.248829091,6.151219281,6.516657789,4.394016449,5.849969938,6.599541987,3.816894819,5.325943793,5.479570665,6.012485445,2.685597337,3.126773838,9.377385913
BM_22_76,3.505804721,12.15962149,7.648787685,7.736444877,2.048965483,8.005836323,3.115976109,10.57033308,8.489100073,5.393271017,3.680660558,7.50538584,8.891474039,4.500235661,4.611786755,6.391207565,6.891375748,6.704177454,10.12332115,6.896816997,4.45887679,8.593858593,6.42710639,4.735264824,7.567905508,5.642927777,6.715505558,4.624489251,5.830566751,7.105237886,3.520899672,5.279899348,5.764163751,5.914281812,2.652341689,2.91754489,8.974974445
hB_RNA_10252,2.784813065,11.14319316,7.327018925,7.497298504,2.713690945,7.650661068,2.671593374,10.99465259,8.102980676,4.934514264,-2.071749672,7.891638453,8.596222138,4.155300944,3.098338095,6.223575739,5.766404102,6.852173267,10.21007775,6.776435291,3.595800404,7.620154279,7.17297543,4.251286931,7.004481938,4.498664606,6.579559187,4.972096802,6.511226395,5.912782574,4.429313125,6.154666468,7.004099643,6.264566051,3.815516656,1.504192339,9.175187645
hB_RNA_9180,4.031234993,12.62440311,7.280128718,7.808714978,0.750889619,6.682782312,2.686195991,10.25081908,8.323769577,5.511222891,2.854140809,8.224111549,8.749462762,4.650029988,4.555452481,6.795704132,5.894604749,6.658095823,10.00348567,6.740548166,4.601187102,8.841907164,6.396497976,5.010404156,7.005359418,5.830215734,6.757258253,4.794137397,5.491767556,6.800902448,4.344768569,5.079440695,5.986375451,5.733272489,2.62239023,3.023803648,9.877228552
hB_RNA_10232,3.149089806,11.67712838,7.341497101,7.291423348,1.865450466,7.916330687,1.745101568,10.66116868,8.355254105,5.205052406,4.224390378,7.51008893,8.144281408,4.374772234,4.011644749,6.652474178,5.883750422,6.243673057,9.949918552,6.362587406,4.12196994,7.923855438,7.574730189,4.471233435,7.165941095,5.471856516,6.325765552,4.027353151,5.501810341,5.981353696,3.73351639,5.308372582,4.968430175,5.336654126,2.750532008,2.6866446,8.865463359
hB_RNA_9136,4.118171489,11.43230803,7.730736959,7.970170373,0.636358313,6.752452275,2.895053463,10.82913165,8.506490839,5.666041121,2.514791044,7.78971865,8.902220327,4.607588678,4.815678681,7.03319761,6.447772294,6.815450948,10.30166505,6.74942662,4.274044318,8.920202731,6.901615409,5.179870431,7.437934685,6.100636725,6.981151666,4.582672124,5.938796393,7.059998682,3.094553364,5.163008384,5.527446149,6.040276185,2.38879731,2.847016941,9.820240465
hB_RNA_8215,3.598288861,12.43514099,7.418870129,7.746304532,1.012818772,6.868140444,2.326147202,10.59527753,8.25415407,5.427902816,2.610449352,7.766762164,8.710139427,4.324328867,4.421468265,6.736084499,6.255334874,6.748562483,10.03548515,6.564981559,4.380154135,8.653171963,7.405898713,4.642373667,7.054298347,5.973330122,6.617086927,4.538779052,5.648874735,6.753515007,3.742555354,5.001850668,5.412992096,5.56326409,2.355351959,3.2299768,9.451112663
hB_RNA_7825,3.392810909,12.06524229,7.340971746,8.190261792,2.861597284,8.473655793,0.21028345,10.6142532,8.561524765,5.545537684,4.234709259,7.544398388,8.524523108,4.059725856,4.336720161,6.764880554,6.798374027,6.4497567,10.04763781,6.229487574,4.151421451,8.237259158,7.5653838,4.058673612,6.957498295,6.146454258,6.76703171,5.854952788,5.915955413,6.332034721,2.832278902,5.054006343,6.27992051,5.224236489,3.488677842,2.080685215,10.06366094
BM_22_144,3.878278733,12.02144558,7.562630219,7.646903826,0.815835222,7.551213741,2.073145956,10.57686737,8.444359554,5.306209295,3.14538399,7.550952759,8.751073327,4.491968854,4.679753051,6.645390003,6.563115114,6.587122164,10.08771901,6.873762552,4.334384837,8.651157125,6.874397243,4.805418442,7.32937258,6.028535264,6.472480731,4.693893641,5.848238705,7.230754951,3.528107607,5.166876934,5.107367938,5.770212812,2.825702816,3.008942179,9.062489997
hB_RNA_9138,4.168208229,13.16800482,7.546964455,8.223715913,1.63572094,7.945899595,2.679249504,10.34575723,8.359157646,5.761714001,2.717554163,7.963719514,9.053961901,5.07334967,4.768843294,6.591228909,6.429420143,6.793939745,10.10936328,6.904667477,5.126670613,9.544565552,6.201875313,4.988964552,7.303564511,6.339181804,7.156295884,4.755265115,4.734201929,7.493668969,3.216478102,5.053919235,5.840394279,5.976227693,2.048441066,3.540127403,9.811718782
BM_22_14,3.535318184,11.73237348,7.760211933,7.870828667,1.468830448,7.358852362,2.363406125,10.98129607,8.680884023,5.715200156,2.945879746,7.686364447,8.856888661,4.588344953,4.674676509,6.925604102,6.65199683,6.710447324,10.55067172,6.605759746,4.1811937,8.697573821,6.993120924,4.743844971,7.474252782,5.899433084,6.84961939,5.069349242,5.661635417,7.011220382,3.480653796,5.294469534,5.865234547,5.922861967,3.11717865,3.10670838,9.282725198
BM_22_15,3.524590985,12.94574649,7.486150065,7.751604729,0.356696061,5.476661068,2.376460499,10.99972746,8.457256422,5.749151563,2.956150789,8.217542973,8.686532493,4.158204079,4.45012342,7.131600318,6.352212199,6.706606682,10.06109224,6.652810287,4.008188831,8.377388019,7.336266438,4.835548162,7.057244127,5.9321149,6.379394627,4.850427584,6.312158289,6.374408672,3.39503153,5.329826427,6.161127966,5.670958651,3.36056295,2.546932479,9.907792906
BM_22_100,3.126536866,11.61955376,7.435500744,7.336026276,-0.690772918,4.658059633,1.163497832,10.9526482,8.509779843,5.754525446,0.417750318,7.718110049,8.308009121,4.425209747,4.188164619,6.436934646,6.638594181,6.258172031,10.19845426,6.183931826,3.77724419,7.039904787,8.008106794,4.615020527,7.170688741,5.129300485,5.636940273,4.016299899,6.366707048,5.82050724,3.15030982,5.178449701,4.721029457,5.533903782,3.596462942,2.949552286,8.940414563
BM_22_62,3.848562231,12.09278803,7.383018143,7.640309363,1.251860894,7.870873904,1.524033824,10.58639955,8.352568522,5.368403813,3.518245342,7.761157643,8.724278274,4.502596154,4.491061827,6.446706432,6.176374249,6.753154093,10.05770056,6.484259741,4.379729962,8.759467576,7.520359715,4.906584704,7.143295795,5.650988561,6.59095861,4.65518057,5.634932798,6.685344226,3.11760664,5.280126383,6.033384438,5.754957824,2.392285437,2.258713787,9.567495425
BM_22_222,3.300978838,12.08312071,7.302291977,7.65500062,-0.052865718,5.298194599,2.106464565,10.58585097,8.320648885,5.467489867,0.673508859,7.708264131,8.334104626,4.830456608,4.532927037,6.662901914,6.009664136,6.304792839,10.11333908,6.477011454,4.222353962,8.081271573,7.014713321,4.827088929,7.189472234,5.566993341,6.426800878,4.330517549,5.67912198,5.930322211,3.27708591,5.260151472,5.2239565,5.726974129,2.745926858,2.413264033,9.342299571
BM_22_18,3.268895491,12.111582,7.731062647,7.661005328,0.594846618,6.272729073,2.358555307,11.22026472,8.731898801,5.640788009,2.446629188,8.36416983,8.728521918,4.527274712,5.318153307,7.245614785,6.226208309,6.317185563,10.41814849,6.492442472,3.970113795,8.436955708,7.076040475,5.175931453,7.290209204,5.985684608,6.727088477,4.727084267,6.197143598,6.554390641,4.001918169,5.47873725,5.64612971,5.971764625,2.223175615,2.507329348,10.01662513
hB_RNA_9139,4.632945971,14.24496077,7.230600198,6.541978741,2.317604817,7.650234635,2.840015484,9.627217915,8.0535018,6.135291624,4.980537555,8.751961544,8.946751538,5.554152123,3.306283112,4.885679793,3.321396694,7.458845267,9.293887762,7.692010387,4.162415816,9.13431632,4.005487385,5.5339206,6.849483197,5.370199766,7.139702417,6.068812927,4.594706996,6.548926562,4.439538629,5.687305476,7.361672413,6.243618764,3.827585552,5.623780909,10.86094693
BM_22_111,3.853135787,12.26081177,7.574825756,8.054595776,1.572442894,8.094717889,1.898485309,10.85080983,8.431717557,5.38726659,4.658153624,7.741942483,8.782380103,4.376090688,4.200317567,6.612453074,6.65535695,6.855219208,10.16056548,6.585866738,4.321129146,8.783401771,7.239123927,4.485740453,7.383425041,6.184214638,6.410409372,4.207050371,5.991194208,6.975967476,2.84224551,5.288167196,5.687745358,5.696936435,2.142979172,2.81987425,9.599683505
hB_RNA_12201,3.764965233,11.99163685,7.529441723,7.702460545,0.458589483,6.294781881,2.944121135,10.90235,8.340089803,5.95768421,2.586605203,8.251809606,8.852024037,5.118774912,5.718796152,7.135102804,5.853872863,6.495415475,10.13904966,6.839084147,4.497790115,8.68161692,6.894412037,5.411902845,7.258840871,6.138873887,6.998968154,4.860325085,5.162978682,7.132527978,4.157598315,5.16707339,5.778856477,6.039287691,1.971723799,3.091615621,9.642387388
hB_RNA_7995,3.387313003,11.33303691,7.683699106,7.589021263,1.796415475,8.43243706,1.572482049,10.70180059,8.636662124,5.475485165,3.153773904,6.53734151,8.798626148,4.359972766,4.791069176,6.737793835,6.716951628,6.363624483,10.28141908,6.582610507,4.146621358,8.547374056,6.837209789,4.722802997,7.617219833,5.899096871,6.39234656,4.347114394,6.190327219,7.096525855,3.299301787,5.170462836,5.125747422,5.837429822,2.456701098,3.090227292,8.927409193
BM_22_101,3.730129924,11.90154675,7.356221898,7.655614073,1.952485291,8.417976828,1.935663198,10.80673214,8.330229564,5.671289858,3.967026504,7.918071617,8.513902353,4.453821326,4.837347119,6.82733488,5.979348494,6.712956678,10.05898221,6.51186502,4.041924795,8.268842691,7.369992169,4.876152045,7.1107223,5.62753916,6.552580196,4.683152581,5.770558068,6.52616432,3.697423306,5.266173268,5.533393918,5.474114818,2.844749361,3.18999983,9.717162234
hB_RNA_7705,4.226970057,13.07390995,7.815305199,8.068091654,1.878249064,7.198482641,1.595941562,10.49735184,8.59423902,5.601884678,2.998527274,8.556229177,9.085602336,4.489767319,3.769564591,6.163231263,6.658055127,6.9071927,10.25141251,7.008210466,4.838208031,9.143096136,6.886237888,4.782273568,7.212892452,5.696041407,6.921576666,4.31827771,5.648024681,6.919724764,3.251975912,5.445619674,5.516988991,5.589290662,3.165783797,1.943761311,9.776425034
BM_22_57,3.19424277,12.43545112,7.463443556,7.535615001,1.94011409,7.517387123,1.190974389,10.85506642,8.330770005,5.553001708,3.722246201,8.078671271,8.643638445,4.781791599,4.589333153,7.115496412,6.03244371,6.856304029,10.10469472,6.683658252,3.938229789,9.065313009,7.576363537,4.861015879,7.10950783,6.033593764,6.595375575,4.47554966,6.031227636,6.40318929,3.955513789,5.40567022,5.770925329,5.434582799,2.340505439,2.563170696,9.914771651
BM_22_88,3.333752626,12.57591658,7.418179543,7.710596056,1.563325383,7.0293281,4.618735733,10.82257054,8.352022255,5.765904284,2.189039117,8.011623318,8.789851119,5.049993669,4.995655538,6.904035561,5.919062948,6.685281338,11.00687029,7.362255433,3.685870426,8.268785844,6.858537866,5.140122475,7.623457713,6.004668284,6.593610334,4.855285405,6.427854514,6.542960094,4.571424406,5.765461339,6.455341727,6.590432699,2.940594414,1.477393023,9.594269528
BM_22_243,3.968102381,12.89651053,7.369047555,7.809905011,1.706830218,7.444528825,2.208467651,10.3510725,8.368279913,5.576495868,3.46671969,7.891104997,8.83803491,4.884467502,4.436064357,6.433451794,6.178853371,6.877606252,10.07072766,7.015021395,4.60146929,9.172066789,6.449308702,4.812401821,7.249332871,5.829978327,6.587094399,4.501574599,5.522219498,6.960947112,3.725714801,5.24264412,5.776136533,5.860439443,2.668579652,3.071416456,9.867240897
BM_22_114,3.345617751,12.27078516,7.622041857,7.702093959,-0.580017384,5.077675777,1.264108241,10.88695253,8.486091103,5.683396279,1.718788137,8.145938714,8.926727647,4.903539432,4.909463103,6.647461328,6.703891238,6.864409637,10.56904847,6.832478832,4.48592588,8.91821103,6.60063851,4.905238195,7.302394075,6.37009929,6.893473732,5.026993773,5.838326635,7.150131783,3.035216373,5.304210917,5.648766709,5.88541059,1.967596089,1.603551059,8.833338881
BM_22_139,4.078186147,11.34543786,7.504003805,8.17059632,0.803524439,7.571573125,2.111950294,10.5454034,8.372840044,5.728663161,2.849603737,8.182452343,8.772608538,4.290699636,4.29290565,6.433777794,6.450070285,6.841945826,9.855274544,6.71578262,4.56045279,8.775913392,6.89083703,4.849534674,7.10411079,5.981604731,6.707382887,4.231792797,5.703774691,7.032068201,3.700924241,5.314547971,5.281761905,5.433137718,3.062604826,2.653896561,9.842658807
hB_RNA_7775,4.047486524,11.81499933,7.735670961,8.005369809,0.75861943,5.47894319,2.068043391,10.66128311,8.644970096,5.683112974,2.815801971,8.10272422,8.86733368,4.9806292,4.741345197,6.229832553,6.393308238,6.688429818,10.08948311,6.799326941,4.444164171,9.500299628,6.334397694,5.128598749,7.373961576,5.803602193,6.425651468,4.753511481,5.870718743,6.670490432,4.061406368,5.446847724,6.143520812,5.854070589,1.29874558,2.455763225,10.35080238
hB_RNA_7955,3.871066713,11.50911802,7.634306677,7.413399375,2.110360491,8.743590014,2.068130489,10.85506308,8.533110074,5.701905303,3.68163472,8.195191074,8.781237974,4.982660432,5.200896629,6.878099927,6.616385722,6.877436337,10.05643383,6.942073342,5.381166249,9.133794863,7.069401631,5.011724475,7.222451831,6.108404834,6.994509731,4.579246726,5.945054575,7.083136641,4.013450117,5.378665953,5.807272694,6.322832866,2.260181212,3.176363729,9.559971561
hB_RNA_7925,4.18620676,12.94384782,7.509066595,7.948071971,1.773989505,8.476527241,3.452501737,10.90378321,8.304069381,5.994362563,3.826209552,8.269923129,9.070558985,5.33418921,5.037030886,7.098411521,6.084775222,6.879529534,10.2085141,6.925606191,4.938521092,9.579120343,5.714506703,5.460216146,7.376032416,6.184042212,7.369047435,5.456451039,5.699212611,7.048991173,3.876090943,5.458623358,6.088290558,6.3932189,1.873639656,2.704320388,9.945681456
BM_22_115,3.680636885,12.08343266,7.564618388,7.695086789,-0.867297492,2.493794871,2.599683619,10.64376368,8.482435158,5.397645582,-0.610839417,7.669930311,8.776534644,4.506431361,4.615167695,6.464486166,6.434554668,6.199702781,10.27191923,6.656717715,4.334267802,8.704241685,6.923400409,4.820310535,7.355254059,5.365748467,6.564517313,4.421170688,6.309388904,6.56121987,3.728172558,5.16110249,5.257705209,5.805511774,2.505702818,2.368091129,9.350887835
hB_RNA_7885,2.701125007,11.80367586,7.223897206,7.893300806,1.815846073,7.840496575,4.535208698,10.83024582,7.968077954,5.171516086,3.340368268,7.911327101,8.663135711,4.650697722,3.575936589,6.257334646,5.447041229,7.72970345,9.921766739,7.879965484,3.952011432,8.652707445,6.688024256,4.809035437,6.757320993,5.023926059,7.499035313,5.303222152,5.728202293,6.627751032,3.849229117,6.041907021,6.906330292,6.030480519,4.365545255,0.79439822,9.842140794
hB_RNA_8015,3.915109645,13.46321567,7.383553485,7.480906348,3.89270156,10.89668202,1.867197924,11.15610196,8.194134595,5.72237999,4.33185986,7.906041597,8.942883059,4.921573543,4.153981315,7.081763109,6.535118477,7.219874298,10.3642941,6.675152888,3.664939049,9.057109474,7.493550163,5.118549784,7.201414534,5.949814541,6.857909955,4.315219168,6.320102887,6.913408545,3.371749034,5.226225205,5.700874536,6.08366119,2.386958878,1.917841062,9.173509313
hB_RNA_8055,4.114970636,12.72493033,7.448384122,7.973284778,0.780693671,6.697029694,2.183350826,11.11241653,8.158045437,5.658128367,3.036718302,8.309666009,8.936887909,4.990660551,3.4408572,6.048646694,5.93884771,7.415876816,10.21951382,6.861383136,4.377913242,9.331455824,6.339406428,4.892553346,6.885973827,5.606075466,6.755717693,4.83130698,5.746072008,7.052491157,3.410765981,5.24206051,5.86070296,5.821839457,3.09343923,3.003349818,10.42066616
BM_22_159,3.372497816,12.25844392,7.467718623,7.75781393,1.351412032,6.772191754,1.937253602,10.73570977,8.379386014,5.501196423,1.989948033,7.492562941,8.505912097,4.473224628,5.059243576,7.14730774,6.642568693,6.441498766,10.38440996,6.339053542,3.92954525,8.064756357,7.686385822,4.690347521,7.177937041,5.728781018,6.597699552,4.325911112,5.975599743,6.360321677,3.749672185,5.105975892,5.112510016,5.414080757,2.928075181,3.505788724,9.257729645
BM_22_80,3.817237575,12.77881905,7.655952076,7.947409031,0.534739608,7.349171012,0.958484955,10.70169891,8.413846543,5.60309664,2.66300282,7.732734256,9.038264479,4.233524488,4.206145677,6.544764743,6.67949613,6.72983061,10.18898055,6.770816388,4.392916028,8.38562345,7.000126309,5.001549031,7.318324018,6.12682046,6.637977592,4.199336018,6.386216793,6.938261541,3.262713822,5.268410624,5.545558881,6.043554805,2.87275531,2.388800519,9.439054678
hB_RNA_9144,3.758239247,13.20599648,7.304881462,7.268726334,0.359130666,5.461291265,3.15434959,10.03872906,8.155208317,5.301225425,1.17511542,7.630459753,8.264542487,4.504364439,2.825152057,5.974769478,6.47418537,6.584366305,9.779874526,6.359013238,3.896803456,7.508137608,6.815561695,4.455189483,6.891053114,5.265385705,5.912739869,4.38964023,5.757260095,5.472383109,2.665899781,5.402447762,5.268801013,5.724206885,2.993704604,2.165517421,9.146359262
BM_22_162,3.967699366,12.94712786,7.375084228,8.411038403,1.119744456,5.433666484,1.975341147,9.808518117,8.561336761,5.82889423,2.13794409,8.450761609,8.868162122,5.021405099,4.441430871,6.403186854,6.558015234,6.74604759,9.579268095,7.223616525,4.599738028,8.71706236,5.248202803,4.968984588,7.287085395,6.360485397,7.168004347,4.943795344,4.859112922,7.2809438,3.753491151,5.090391122,5.873941175,6.090355116,2.589431116,3.071813802,10.40174801
hB_RNA_7875,3.837563391,11.90611098,7.436890946,8.189064873,-0.39388066,5.099168886,1.502487333,10.5692356,8.582044416,5.720243053,1.607731702,8.426945607,9.029975422,4.820060046,4.872937395,6.727882317,5.551753152,6.989267841,9.79637963,7.039198046,4.844214566,9.286638163,6.701275616,4.918579369,7.09113895,6.496890094,7.033000991,4.78527113,5.38010157,7.100432462,4.064637111,5.26565846,6.092131066,5.708332993,1.699219517,2.867263851,10.48231572
hB_RNA_9198,4.169264839,12.02831258,7.531122366,7.8714113,-0.418250298,6.826159089,-0.016876148,11.1006462,8.474447806,5.786673007,1.423473429,7.732357584,9.020998817,4.395651758,4.750691664,7.552460031,6.535242486,7.008087926,10.39775511,6.977782753,4.35031915,8.868488284,7.44777482,4.792898888,7.162262907,6.317088331,7.157918046,5.17071796,6.378990605,6.874791608,3.389396443,5.182472887,5.782528237,5.640553252,3.39241425,2.889432686,9.609273874
